what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1360872149030
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360872149031
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872154146
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872183316
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872185520
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872190634
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872191533
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872193830
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872203378
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872221588
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872224975
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872233915
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872235576
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872237283
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872243863
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872247907
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.move.element",1360872247916
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872257040
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872264327
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.move.element",1360872264335
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872267561
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872269554
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872275931
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872279637
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872287914
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872292937
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872297677
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872308201
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872312146
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872315525
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872319290
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872322258
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872329155
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872332559
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.move.element",1360872332573
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872339834
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872343972
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.move.element",1360872343982
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872355506
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872358007
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.move.element",1360872358020
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872358534
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872376441
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872382340
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872385173
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.move.element",1360872385183
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872394204
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872400705
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.move.element",1360872400714
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872405290
started,bundle,org.eclipse.jst.j2ee.core,1.2.101.v201108110300,"org.eclipse.jst.j2ee.core",1360872405853
started,bundle,org.eclipse.jem,2.0.500.v201104271400,"org.eclipse.jem",1360872405875
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1360872405907
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1360872405920
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1360872405921
started,bundle,org.eclipse.jst.j2ee,1.1.501.v201108231845,"org.eclipse.jst.j2ee",1360872405960
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872406036
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1360872406048
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872412221
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872434436
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872444456
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872447214
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872449818
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872464097
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872467131
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872469047
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872472167
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1360872472840
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872475941
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360872476103
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360872476163
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872477645
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872483788
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1360872485331
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1360872489395
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872489835
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872490001
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1360872492064
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1360872495571
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872503610
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872511051
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872512960
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872514295
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1360872519417
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360872519418
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872520670
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872541849
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872545384
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1360872545920
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872697025
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360872697149
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360872697213
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872698727
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872702633
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1360872704084
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1360872713317
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1360872715278
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1360872716727
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1360872717075
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1360872718420
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1360872718801
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1360872719781
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872720754
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360872720925
