what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1360876011428
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1360876012140
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1360876015716
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1360876018778
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1360876022182
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1360876024224
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1360876029511
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1360876034980
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360876034981
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1360876043515
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360876051150
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360876056815
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360876064515
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360876095931
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1360876097699
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360876099940
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360876101629
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360876101787
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360876106202
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360876106243
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360876118027
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1360876120582
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1360876120805
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360876155341
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1360876156579
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360876159106
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1360876159175
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360876159175
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360876160224
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360876163830
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360876165879
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360876172858
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360876174497
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360876180697
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360876182237
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360876188402
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360876191384
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360876191431
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360876191505
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1360876194058
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360876194311
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360876194345
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1360876199370
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360876201442
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360876203145
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.print",1360876203154
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1360876204150
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1360876205074
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360876205074
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1360876206360
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360876209814
