what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870552917
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870553089
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1360870553916
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870554406
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870554568
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1360870555616
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1360870556516
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870556897
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870557066
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1360870558335
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1360870560002
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870560522
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870560676
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1360870561557
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1360870564025
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870564521
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870564704
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1360870566620
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1360870568341
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1360870568951
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1360870570594
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1360870572032
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360870572032
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870573486
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870616739
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870621015
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1360870621771
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870624203
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360870624595
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360870624687
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870624740
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870631386
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1360870633636
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1360870637424
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870637877
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870638060
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1360870639198
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870639651
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870639824
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1360870640702
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1360870642310
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870642650
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870643033
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1360870645030
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870645585
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870645769
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1360870646927
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1360870648513
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870648838
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870649008
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1360870649744
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870650158
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870650328
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1360870652044
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1360870653439
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1360870655400
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1360870656999
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1360870658177
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1360870659589
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1360870707472
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1360870741533
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1360870743215
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1360870744847
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1360870747098
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360870747099
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360870747751
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360870747823
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1360870749112
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870749513
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870749699
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1360870752271
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870752755
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870752928
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1360870755637
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870756081
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870756220
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1360870757206
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870771947
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.showInformation",1360870771960
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870772713
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360870774488
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360870774555
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.open.editor",1360870774572
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360870796849
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1360870798872
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360870799457
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1360870801121
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870802448
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870872111
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1360870875584
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360870875795
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1360870879491
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360870879896
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1360870888133
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870888751
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870888901
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1360870897060
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1360870898813
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1360870902461
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1360870904153
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1360870911503
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870917508
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870917613
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360870917681
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360870917741
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870921540
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360870921648
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1360870923353
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360870925352
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360870925352
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1360870933821
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1360870936157
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1360870938266
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1360870946845
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1360870953424
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1360870953808
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1360870954435
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.moveLineUp",1360870959539
